vehicle,parking,time
700,4,100000 
701,1,100000 
702,2,100000 
703,3,100000 
704,4,100000 
705,1,100000 
706,2,100000 
707,3,100000 
708,4,100000 
709,1,100000 
710,2,100000 
711,3,100000 
712,4,100000 
713,1,100000 
714,2,100000 
715,3,100000 
716,4,100000 
717,1,100000 
718,2,100000 
719,3,100000 
720,4,100000 
721,1,100000 
722,2,100000 
723,3,100000 
724,4,100000 
725,1,100000 
726,2,100000 
727,3,100000 
728,4,100000 
729,1,100000 
730,2,100000 
731,3,100000 
732,4,100000 
733,1,100000 
734,2,100000 
735,3,100000 
736,4,100000 
737,1,100000 
738,2,100000 
739,3,100000 
740,4,100000 
741,1,100000 
742,2,100000 
743,3,100000 
744,4,100000 
745,1,100000 
746,2,100000 
747,3,100000 
748,4,100000 
749,1,100000 
750,2,100000 
751,3,100000 
752,4,100000 
753,1,100000 
754,2,100000 
755,3,100000 
756,4,100000 
757,1,100000 
758,2,100000 
759,3,100000 
760,4,100000 
761,1,100000 
762,2,100000 
763,3,100000 
764,4,100000 
765,1,100000 
766,2,100000 
767,3,100000 
768,4,100000 
769,1,100000 
770,2,100000 
771,3,100000 
772,4,100000 
773,1,100000 
774,2,100000 
775,3,100000 
776,4,100000 
777,1,100000 
778,2,100000 
779,3,100000 
780,4,100000 
781,1,100000 
782,2,100000 
783,3,100000 
784,4,100000 
785,1,100000 
786,2,100000 
787,3,100000 
788,4,100000 
789,1,100000 
790,2,100000 
791,3,100000 
792,4,100000 
793,1,100000 
794,2,100000 
795,3,100000 
796,4,100000 
797,1,100000 
798,2,100000 
799,3,100000 
800,4,100000 
801,1,100000 
802,2,100000 
803,3,100000 
804,4,100000 
805,1,100000 
806,2,100000 
807,3,100000 
808,4,100000 
809,1,100000 
810,2,100000 
811,3,100000 
812,4,100000 
813,1,100000 
814,2,100000 
815,3,100000 
816,4,100000 
817,1,100000 
818,2,100000 
819,3,100000 
820,4,100000 
821,1,100000 
822,2,100000 
823,3,100000 
824,4,100000 
825,1,100000 
826,2,100000 
827,3,100000 
828,4,100000 
829,1,100000 
830,2,100000 
831,3,100000 
832,4,100000 
833,1,100000 
834,2,100000 
835,3,100000 
836,4,100000 
837,1,100000 
838,2,100000 
839,3,100000 
840,4,100000 
841,1,100000 
842,2,100000 
843,3,100000 
844,4,100000 
845,1,100000 
846,2,100000 
847,3,100000 
848,4,100000 
849,1,100000 
850,2,100000 
851,3,100000 
852,4,100000 
853,1,100000 
854,2,100000 
855,3,100000 
856,4,100000 
857,1,100000 
858,2,100000 
859,3,100000 
860,4,100000 
861,1,100000 
862,2,100000 
863,3,100000 
864,4,100000 
865,1,100000 
866,2,100000 
867,3,100000 
868,4,100000 
869,1,100000 
870,2,100000 
871,3,100000 
872,4,100000 
873,1,100000 
874,2,100000 
875,3,100000 
876,4,100000 
877,1,100000 
878,2,100000 
879,3,100000 
880,4,100000 
881,1,100000 
882,2,100000 
883,3,100000 
884,4,100000 
885,1,100000 
886,2,100000 
887,3,100000 
888,4,100000 
889,1,100000 
890,2,100000 
891,3,100000 
892,4,100000 
893,1,100000 
894,2,100000 
895,3,100000 
896,4,100000 
897,1,100000 
898,2,100000 
899,3,100000 
900,4,100000 
901,1,100000 
902,2,100000 
903,3,100000 
904,4,100000 
905,1,100000 
906,2,100000 
907,3,100000 
908,4,100000 
909,1,100000 
910,2,100000 
911,3,100000 
912,4,100000 
913,1,100000 
914,2,100000 
915,3,100000 
916,4,100000 
917,1,100000 
918,2,100000 
919,3,100000 
920,4,100000 
921,1,100000 
922,2,100000 
923,3,100000 
924,4,100000 
925,1,100000 
926,2,100000 
927,3,100000 
928,4,100000 
929,1,100000 
930,2,100000 
931,3,100000 
932,4,100000 
933,1,100000 
934,2,100000 
935,3,100000 
936,4,100000 
937,1,100000 
938,2,100000 
939,3,100000 
940,4,100000 
941,1,100000 
942,2,100000 
943,3,100000 
944,4,100000 
945,1,100000 
946,2,100000 
947,3,100000 
948,4,100000 
949,1,100000 
950,2,100000 
951,3,100000 
952,4,100000 
953,1,100000 
954,2,100000 
955,3,100000 
956,4,100000 
957,1,100000 
958,2,100000 
959,3,100000 
960,4,100000 
961,1,100000 
962,2,100000 
963,3,100000 
964,4,100000 
965,1,100000 
966,2,100000 
967,3,100000 
968,4,100000 
969,1,100000 
970,2,100000 
971,3,100000 
972,4,100000 
973,1,100000 
974,2,100000 
975,3,100000 
976,4,100000 
977,1,100000 
978,2,100000 
979,3,100000 
980,4,100000 
981,1,100000 
982,2,100000 
983,3,100000 
984,4,100000 
985,1,100000 
986,2,100000 
987,3,100000 
988,4,100000 
989,1,100000 
990,2,100000 
991,3,100000 
992,4,100000 
993,1,100000 
994,2,100000 
995,3,100000 
996,4,100000 
997,1,100000 
998,2,100000 
999,3,100000 
